review_text,sentiment,cluster12,cluster_label,x,y
It's Google calendar with different color scheme,Negative,10,Calendar integration,16.539541,6.5498033
Almost every feature requires a premium account for 36€ per year... It's not even possible to test these features without subscribing to an annual plan,Negative,1,Premium / paywall friction,9.518645,3.4508226
"Good app, with lots of features, IF used as a standalone app. A bit annoying if you need to rely upon the feature which allows syncing with other systems (such as Google account). This has never worked reliably for me. Occasionally, it no longer syncs and I'm disconnected for a week before it starts working. I've asked for help, but the blame was put on my Samsung Android phone. I'm on the second phone with similar issues. Maybe this just doesn't work well with Android phones? :-(",Neutral,7,App stability & updates,10.21637,5.9276567
Its better to put more options for notifications Actually the best notifiaction options is for samsung reminder,Positive,4,Reminders & notifications,13.33205,7.456842
"I don't care for it, when I first opened it it showed me all these appointments. I was thinking what the heck then I figured out it was showing me weeks passed along with the current. To me that's just a bunch of clutter. Then it was telling me I had five appointments this month, no, only have one, it only showed the one but it still says 5. I don't have a clue what the other four are. Anytime I try to do anyting it practically begged me to join premium, I just uninstalled it.",Negative,1,Premium / paywall friction,9.4762335,3.6559873
"Very easy to use. Only problem is, notifications don't work on my phone. I don't get a notification on my phone when a task is supposed to be due.",Neutral,4,Reminders & notifications,12.965191,7.39556
Its perfect for student's like me who take every day as challenge and tend to forget what's important each day.,Positive,5,Habit tracking,14.254407,2.7039616
It good and useful app,Negative,2,General positive,11.93829,2.2028358
This app is the best indeed,Positive,2,General positive,11.426279,2.2358844
"You better don't rotate your phone from vertical to horizontal when typing new task, because it will be GONE. Any.Do support team said 2 years ago that it will be fixed, but it's still not. Also I have over 80 tasks and would love to see the search feature and ability to sort tasks by the date of their creation and by the alert date. The search was implemented but I don't know how to use it. Probably it works only on paid version.",Negative,0,Task management,13.278908,6.003326
Extremely easy user interface. Helpsnin using the app more and note the goals.,Positive,2,General positive,12.284858,2.8606582
"installed, looked like what I was looking for, loved the design. but the app makes me use the standard alarms and calander of my phone to put every bit of planning in, and I HATE the calendar on my phone, thats why I came here... to bad",Negative,10,Calendar integration,15.983784,6.6206245
I don't like this,Negative,3,Ease of use,12.545654,0.53513783
Looks cool but i had to uninstall the app because it wont go to sd storage.,Negative,7,App stability & updates,11.644206,2.800516
Downloaded free trial and looked at it first day and it wasn't really easy to use so didn't look at it again. I had no correspondence from them to tell me that the trial was over and that they were going to take the money. I find that deceptive behaviour as they are banking o people forgetting to cancel.,Negative,1,Premium / paywall friction,9.91713,3.7641907
There is a subscription to the service. I wish i would have knownBEFORE I downloaded. Looks beautiful though.,Negative,1,Premium / paywall friction,9.91712,3.6478627
"I like this app and what it can do and am pleased with its functionality. However, having paid for the premium version, I find it annoying beyond belief that I get pop-ups every 2 weeks asking me to leave a review. So, developers, I've left one but you've lost 1.5 stars for spamming me with these requests. This shouldn't happen in a paid app without any opportunity to turn off these notifications.",Neutral,1,Premium / paywall friction,10.199871,3.7291486
"Does this app has a web version yet? If so, then i'll definitely use it more~!",Positive,7,App stability & updates,10.752101,2.9537704
Love this app. It's definitely a game changer and is great for reducing distractions from your phone and helping you stay focused. Would highly recommend this app and the other Seekrtech apps as well.,Positive,2,General positive,13.684664,3.2585185
Screenshots clearly show a weekly view but this isn't available unless you buy the full version for £3.49,Negative,10,Calendar integration,15.588873,6.0600386
"Im missing the option to archive routines and Id like to remove the first (already set) tag so I can have events without tags aswell as events witj tags, apart of that I like this app alot! Ive tried alot of time planning apps with routines and I like this the best so far. Can recommend!",Positive,10,Calendar integration,14.719473,5.3020263
Best tasks app. Period,Positive,8,General task/app praise,13.991688,4.7650585
"aCalendar > Business Calendar > Tiny Calendar > Tick Tick Pro aCalendar's design, featurr and logic is from 2004 Business Calendar is better but still stupid and feels like from 2010 Tiny Calendar really improves from the 2 above. Nice modern design and good drag/drop feature but still suffers the same wrong logic and bad design as Business Calendar. Tick Tick is the modern calendar that wins because its designed with modern logic designed with proper modern features. Less touchpoints and jus",Negative,10,Calendar integration,16.57033,6.7820997
I have been using Forest for a few years now and I have switched to an iPhone 11 now but they are asking me to purchase the app to access it. The app is free on android so should I pay for AppleStore?,Negative,1,Premium / paywall friction,8.306854,3.397314
Chill and easy. Good for keeping track of my habits,Positive,5,Habit tracking,15.242127,3.2018437
"This seems like a fun idea, and was recommended to me as especially helpful for people with ADHD, so I was intrigued. Unfortunately, I have encountered a bug where when I get to the screen where I choose my screen name and username, I cannot press the next button after filling out the name and username. Then, when I exit the app and go back to it, it's the default character and I cannot customise it/my account.",Negative,9,Sync & login issues,10.233507,4.8787065
you need to subscrib the app to use it they make alot of thing lock and to unlock it you need to subscrib .,Negative,7,App stability & updates,10.24678,4.8901095
Very good experience till now. User friendly. I like it.,Positive,3,Ease of use,12.660176,1.7352172
It was essential to me until the last updates.,Neutral,3,Ease of use,11.759502,3.65323
Very useful. It helps keep track of productivity very well.,Positive,5,Habit tracking,13.83065,2.2315567
Another important feature missing is the ability to tell if I have future tasks scheduled when looking at the calendar. Currently the calander view shows days in a circle. Please colorize the background of that circle if there are tasks scheduled on that day. This is essential in order to know what days i have future tasks scheduled on. On top of the calendar it says to pick a day to see if i have a scheduled task. That is not efficient as i would need to go click each day one by one.,Positive,10,Calendar integration,15.367761,6.076654
Seems pretty good so far.,Positive,3,Ease of use,12.740879,1.0164404
Really useful app! It does the job well. I like the customisation of colours and stuff. I wish there was a homepage where you can see all your lists like a bulletin board and more aesthetic customisation would be nice. Without making it too cluttered ofc. Just my 2 cents opinion.,Positive,8,General task/app praise,13.076144,4.4872246
"Loved this app, but recently noticed I really was't hearing the audio from notifications and for some unknown reason, although the notification volume for the pro version sounds loud at 100% system volume for notifications, this version (BC2) sounds half as loud, if that, to the point it's unusable because I rarely hear them. UPDATE: Just realized that for some odd reason BC2 calendar notification volume is mapped/linked to Ringtone volume and I had that lower than half volume. Please fix this.",Negative,4,Reminders & notifications,12.84266,8.267578
"Tried many habit tracking apps, this one keeps it simple while maintaining primary functionalities that is expected from a habit tracker. No need for other day planner apps.",Positive,5,Habit tracking,15.376482,3.7347791
Add. Memo with overlapping facilities of diff. Memos.,Positive,0,Task management,14.3806095,2.9303043
"Good app. I used it quite a bit, until the version changed and became incompatible with my phone.",Neutral,2,General positive,11.316541,3.0472038
It's just opening pages forever out lighting images why!,Negative,9,Sync & login issues,11.104234,4.888479
"In pomo mode, White noise option gone or not easily found, at least to me. Tried web search with no help. Only silent or Ticking clock option seen, which is annoying. Cannot email customer service, url outdated through web link.",Negative,4,Reminders & notifications,12.993913,8.247549
"I got this app to setup a schedule to work from home, and it's been good for that. I just set up a bunch of habits at the right time each day. The widget has been handy too to keep my schedule on my home screen. The app could do to look a bit more modern. But all of my reminders come exactly 3 minutes late? Every notification for a habit comes exactly 3 minutes late (i.e. reminder set to 2:00PM, notification arrives at 2:03PM, etc.). Developers?",Positive,4,Reminders & notifications,14.311502,6.485895
This app is good thank you,Positive,2,General positive,11.71174,2.110701
I have been using this app for years. They have personalized tech support. Very responsive. It works with all of my Google calendars from multiple accounts and lets me see everything at once. It creates templates so I don't have to work so hard to reenter information. Love this app.,Positive,10,Calendar integration,15.981266,6.8931885
Perfect for time management,Positive,5,Habit tracking,15.165648,5.0203667
Great app and it is way better than your regular reminder application. Gonna start using it for my daily life routine,Positive,8,General task/app praise,13.769925,6.6007514
My calendar doesn't show up,Negative,10,Calendar integration,15.517397,7.564914
Waiting for offline mode....,Neutral,9,Sync & login issues,10.925554,3.1764402
Very useful! Reminders at specific times which stay on the screen really help me get stuff done. Would like to be able to create own catagories and choose colours and icons for these in the premium version Thank you!,Positive,4,Reminders & notifications,14.226652,6.863777
Recent update has so many bugs. Tasks and habits will be gone upon first opening the app. I have to restart the app every time I want to do something. Save and delete buttons are the same color as the banner or gone entirely. I love this game but I'm about to be done after this update. 🙁,Negative,7,App stability & updates,11.972893,5.152294
"This app could be five stars to me. what is stopping me is the confusion on knowing just what tasks to do or not to do. There's a confusing list of tasks that show up at the bottom and if I did not do them the day before or not click them, they just show up there. If I delete a task from the calendar on accident what do I do? the calendar should be completely removed cuz it's worthless. I think tasks should have some sort of streak function or show how many times you have done it in a row.",Neutral,0,Task management,13.94323,5.737336
"This app is a total rip-off! I stupidly paid for the one-time subscription of $35.00, had the app less than one hour. The print was so tiny I could barely see it. A lesson learned the hard way...no more app subscriptions for me. Users beware! Forewarned is forarmed. Hang on to your wallets if you try out this app!",Negative,7,App stability & updates,10.173116,3.7833934
"I used to love this calendar, but now it has full screen ads/videos that take over your phone. Can't do anything else while the pop-up ad is running. First one of these I saw - UNINSTALLED!! ... Response: The ads definitely come up more than twice per day and the calendar is definitely NOT functional while the ads are running - you must wait for the commercial to end before you can open the calendar again. I can understand bar ads at the top or bottom of a free app, but full length commercials?!",Negative,6,Ads friction,16.550102,8.21023
A really great application. Well worth premium,Positive,2,General positive,12.316017,1.9516865
It is excellent for your Info updated.,Positive,3,Ease of use,13.37352,2.0036712
"Too expensive and without paying, there's no backup. There's free apps that do the same thing.",Negative,1,Premium / paywall friction,9.599701,5.4211793
Deleting. Was great. Now horrible. Bad move with the ads guys.,Negative,6,Ads friction,16.685852,8.686236
It's ok. A bit messy.,Neutral,3,Ease of use,12.678074,0.6142143
Previous issue has been resolved. Once again my favorite and most used app. Thanks for recent update.,Positive,7,App stability & updates,11.092442,5.922114
"I have used this app for a couple of years now and it was great. It had small banner ads before, however recently they have incorporated video ads which play every time you input a new plan. This is incredibly tedious and a massive waste of time. DO NOT DOWNLOAD.",Negative,6,Ads friction,16.453846,8.427572
"Plz ???❤1.Widget that shows the current date, list of upcoming events, 1 click option to open calendar 2.Ability to set reminders/alerts for scheduled events 3. Ability to sync to phone's stock calendar (Android) 4.Additional settings ability to customize the color of the circle indicating current date 5. Ability to actually see the inspirational quotes in the app even if a new tab was necessary 6.Ability to create tasks and designate their priority as high, low or routine along with the option",Positive,10,Calendar integration,16.034067,6.4709644
Crashes when I customize my hero status,Positive,9,Sync & login issues,11.144804,5.0442376
"I love the app. Great concept. But the thing is you cant use it or it wont notify you, not unless you open the app. Once you close the background it will lost.",Neutral,7,App stability & updates,11.654548,5.860828
its wonderful app but thete is something much important missing CHECK LIST it should have check box so you can tick mark after doing it And this should also reflect in week summary so that YOU KNOW HOW MANY DAYS YOU MISS THAT TASK,Negative,8,General task/app praise,14.325571,5.6219044
This app lost all my data. I would sync every day but when I had to reinstall and tried to sync-nothing. I had paid the money for premium but now it wants me to pay again.,Negative,1,Premium / paywall friction,9.587601,5.3963685
"I uninstalled it within 20 minutes of paying for the Pro version. It was refunded. Its Pro features don't work as hoped, especially font and color customization: the unpaid version advertised *presets,* aka themes. But they did not exist in the *Pro* version. This is on an Android 10, Oxygen 10.3.1 TMUS 1+6T. Developer, your 2020.10.14 reply makes no sense: it still doesn't take into account this *particular* phone or my specific terms. I'm letting you know there's a bug. And your reply of 2020-10-19 just means you deliberately confuse the matter with nonsensical questions. This has been going on for months. It's why we're not using this app, free or paid, on *any* of our phones.",Negative,1,Premium / paywall friction,11.53757,3.8922544
requires an account,Negative,1,Premium / paywall friction,9.710463,4.617601
Had an issue but it was handled right away.,Positive,9,Sync & login issues,12.7019205,7.177164
No good as other applications but good for games and one task or goal like da daily routines work,Negative,8,General task/app praise,13.382791,2.3194237
Please allow me to set due time also instead of just due date,Neutral,10,Calendar integration,14.673604,6.1250954
"Used to be great, ads are now far too intrusive and unprofessional",Neutral,6,Ads friction,16.7219,8.734416
Please add delete option in notification.,Positive,4,Reminders & notifications,12.803333,7.576706
"Awesome! So useful. From my class time table to assignment submission, tests, seminars, webinars, never missed anything. Just one glance and i know what my whole day is and during the day i can see when is coming next and what i have completed so far. It's an amaaaazing app.",Positive,8,General task/app praise,14.324542,4.044973
"It is a cool app, but the calendar feature required to be bought. That should be informed to the users before installation. In addition, it would be a good idea if skills can increase over time, and skills can decrease characteristics.",Positive,8,General task/app praise,16.023277,6.530881
I think the app should request permission over other apps or if possible have it as a widget. It keeps getting inactive when removed from recent files tab of the phone.,Neutral,11,Widget issues,11.712463,6.727251
"New navigation is far less convenient than the pre update there should be an option to revert it. Update: Thanks for listening, updated to 5 star for the reply",Positive,9,Sync & login issues,11.470992,3.889628
Whatttt!??!?? This app is connected to my other account...??? And I'm not able to change it. I can't pay right now for the pro version because it's connected to a different account. How do I solve thisss????? Help!!!!!!! :-| The app is nice and I need the pro version. !?!?!?,Negative,1,Premium / paywall friction,9.1028185,4.3775373
"App is very useful but most fun part - planting trees is annoying. There are very few species available. Even though I bought premium I still need to ""focus"" approximately 4000 minutes just to buy 1 2k tree Another feature I would like to have is arranging my forest as I want. Currently trees appear randomly.",Negative,7,App stability & updates,8.13802,3.3152819
Really disappointed with the full screen adverts now taking over this otherwise great app. Will be uninstalling and choosing another alternative app (there are plenty) big mistake by the developer!,Negative,6,Ads friction,16.566486,8.461902
Idk it is kk,Negative,3,Ease of use,12.567285,0.572073
"You can't see your whole week schedule on just one page, so if you wanted to schedule something with someone, you have to flip through each single day. Also when you create specific events, they aren't incorporated into your routine for a single period/cycle. They are two separate things. So you may get a notification about it beforehand, but when you look through your weeks schedule it doesnt show up there. It's great for routines, but doesn't incorpotate events into your week which is hard for scheduling.",Negative,10,Calendar integration,15.301282,5.838723
"This was my ultimate favorite calendar. Better than apple, google, or Samsung's calendars. Now every time I add an event a video ad pops up and I have to wait to see my calendar. The ads wouldn't be so annoying if I could get rid of it sooner, but there isnt an X for several seconds. I may have to switch to google. I would buy the pro option but you dont have an apple version and I will probably switch to an iphone soon.",Neutral,6,Ads friction,16.512413,7.998377
It helps me keep up with daily chores. Having the reminder emails is a plus.,Positive,5,Habit tracking,14.752576,3.004386
"It's not bad. But it seems greedy. Like, why do I have to pay to unlock individual color themes if I'm paying a monthly subscription? Also, LifeRPG was so much better than this. More icons to choose from and they were free. If you're going to make an app that copies all the ideas from LifeRPG, at least make it better. Why can't I make an accomplishment like: learned blank piece of music, without having to tie it to accomplishing a certain number of tasks or reaching a certain level?",Neutral,1,Premium / paywall friction,12.725847,3.5365663
"I love Habitica so far, with the exception that no one is able to get my party invitations! It would also be great if party members could trade pets.",Positive,3,Ease of use,15.057317,3.545093
I like the overall app. It is the best. But even after setting the reminder for my habits. I do not receive any notification or reminder. I have checked with my notification settings for this app and it is turned on.,Negative,4,Reminders & notifications,13.260689,7.5618167
I really love this app It's fantastic in many ways. I wish I could adjust the overdue settings as tasks are set as overdue too quickly for me :),Positive,8,General task/app praise,14.41042,4.801053
Could do with a reward or goal feature when habit followed.,Neutral,5,Habit tracking,15.39918,3.4259102
Didn't like it,Negative,3,Ease of use,12.640534,0.7807563
I like this app but would like to see future dates to see any conflicts in schedule. Would be nice to have some font size selection in widget. No matter how big you make the widget it can be hard to read for those with less than perfect vision.,Neutral,11,Widget issues,16.143436,6.2934394
I love this app is so cute and also help me but some i have to pay,Positive,2,General positive,10.398239,3.0075605
"It's a great app. Thank you. I wish it would let me to write time and cost of each task I list, so I could calculate how much I need to invest, also it would be nice if I could organize my tasks based on priority and change their priorities if necessary.",Positive,8,General task/app praise,13.936122,4.689334
"When I first installed the app, it worked well. However, recently I started getting notifications at incorrect times (out by several hours). I have not changed anything since I set it up a few months ago. This app is pretty much useless now.",Negative,4,Reminders & notifications,12.69793,7.607482
Font is too small.  You have to open it up each time you want to glance at your appointments.,Neutral,10,Calendar integration,16.271494,6.3541813
"Love the app so far. Great for motivation, but non-punishing, cute graphics, and lots of stuff to explore. Splitting up tasks by priority/type is awesome. It really has made everyday life feel more guided and fun! Would highly recommend for people who enjoy collecting, gaming, or seeing your progress add up. *One note is that sometimes, lists of tasks disappear/show tasks already completed. Closing and reopening fixes it, but would appreciate it if this bug was addressed.",Positive,0,Task management,13.491697,4.572397
Gives me exactly what I need to manage my busy life!!,Positive,5,Habit tracking,14.738982,2.763631
The concept is great and it's a fun way to keep track of your habits. My only gripes are: -I wish there was a better way to see habit streaks. The number is cool but if we could see it on a calendar like view I think that would be helpful. You could miss a day and if streaks aren't set to reset the number remains unchanged. -Better explanation of the colors on streaks. I still don't know what they mean (going to Google it). -You can't use rogue skills because you get a blue screen.,Neutral,5,Habit tracking,15.516706,3.6394153
Straight forward. I like the widgets on this and makes it easy to check in on what you need to do for the day. The scheduling is also very helpful because you can have tasks that are intermittent or habits that are intermittent on a regular schedule. It's also nice to be able to have a goal as a number or just a yes or no did you do it or not. And the statistics are nice because you can look back and see how consistent you've been with something and that will remind you to buckle down.,Positive,5,Habit tracking,14.988827,4.3664126
"I've always viewed time as a spiral, so this fits perfect to keep me visually organized. The app is very clever, fading out old events while revealing new ones for the next time around the face. Everything is customizable allowing you to make it look exactly like you need it. The only thing I want that would bump this to 5 stars is in app alarms. I don't like relying on the calendar's little one-time beeps. Allowing me to set an actual alarm I have to silence would be great.",Positive,10,Calendar integration,15.745311,5.5020204
It doesnt update between your calanders. I need a planner that stays up to date with my calendar changes. This is not it.  Waste of money.,Neutral,10,Calendar integration,16.221098,5.5596285
This is a very nice app. I loved it. But I am not able to open other spieces of trees. It says upgrade to Pro version...instead you can show some ads instead of paying for it...if this issue is cleared ... I'll change the rating to 5.... It's a request..please look in to it.,Positive,7,App stability & updates,8.23424,3.4879577
Great app. Love using daily,Positive,2,General positive,11.554411,2.1594052
"Minimum 3 stars, no real problems so far. Nothing to compare it to but its bright and keeping me organized.",Neutral,3,Ease of use,12.036658,4.6025243
Bulk voice Sms broadcaster improvement this feature in your aap plsss,Positive,3,Ease of use,13.357759,4.8958693
"The *only* part of this app that doesn't impress me is the widgets, everything else is beautiful! Good visual layouts, simple quick tracking, but enough features to be flexible for different needs. UPDATE 12/30/2019: The app no longer syncs and does not import data. I've got a handy cvs export with 3,000+ lines of habit data, thank goodness, but can no longer reccomend the app if it requires manual input to restore data.",Negative,8,General task/app praise,12.630532,3.8374264
Syncs nicely between 2 users,Positive,9,Sync & login issues,9.910867,6.3164425
Limited to 5 habits in the free trial. Waste of time. This is not a useful free trial for me. I have 7 things I'm tracking,Negative,5,Habit tracking,15.374203,3.4082901
Nice app. I Love it,Positive,2,General positive,11.55369,1.9390011
Lot more easy and practical... maintaining calendar is fun...loved the widget,Positive,10,Calendar integration,16.283358,6.51073
"At fırst it seems complicated, but after some days you will find it handy and usefull. It really organized my day. If I could invite my friends via different social media it would be great. In the mean time inviting them via email is the only choice.",Positive,3,Ease of use,11.00066,4.431026
I love the app but I'm probably going to have to uninstall it. Its had a problem lately where the notification will not go off. No matter how many times I push close or silence the sound keeps playing. It's becoming annoying.,Negative,4,Reminders & notifications,12.725425,8.1629
Unable to use the widget,Negative,11,Widget issues,11.445351,7.0718036
Very good app for manage the things. Easy to use.,Positive,8,General task/app praise,12.683909,2.9558427
"Incredible tool, awful app. I'd recommend the desktop version of this site to anyone but the app is a bug-ridden mess that overcomplicates simple functions and only works about 90% of the time.",Negative,2,General positive,11.654107,2.512799
Only allowed 9 lists for free. Need to purchase for additional lists...such a bummer. Wunderlist was much better but I had to switch over as they closed. Tick Tick is not so straightforward to sync with another user.,Neutral,0,Task management,12.479387,5.194836
It is a good application. It is very useful. It is just okay.,Neutral,2,General positive,12.903452,2.0669699
"Liking it a lot so far, but I don't get it doesn't give a warning ring before tasks I put in. That's kind of the main thing I need it for - to remind me of tasks I had previously put in.",Positive,4,Reminders & notifications,13.616257,6.760538
It seems so cool and I wanted to use it as soon as possible but it wont even let me log in. It takes 1second to load and then nothing happens,Neutral,9,Sync & login issues,10.465298,5.0345397
Can't set the username field,Negative,9,Sync & login issues,10.055944,4.959282
1) It has a calendar feature but you can't customize the calendar events repetition as much as you can in google (can do daily but not 5 days a week all in one entry). 2) edit: figured the task sorting part out. Sort by time and collapse upcoming/tomorrow and it will just show your daily tasks. I like that. But it's still not worth paying for unless the calendar event customization is as good as Google's since that is free.,Positive,10,Calendar integration,15.2183,5.947004
Why this app consumes so MUCH traffic in background? This month it hit the 500mb (!!!) in bg. Is this app free of malware elements?,Positive,7,App stability & updates,10.992695,3.9997094
Make it free,Negative,1,Premium / paywall friction,10.01428,2.7776527
Unable to tap widget to open app and open calender since update!!!!! Thank you for response. Sorted,Positive,11,Widget issues,11.669871,7.1010413
"Does what it should do, just a shame that you need to pay almost €9 to add more than 5 habits. For such a simple application, I think this is way too much.",Positive,1,Premium / paywall friction,15.251275,3.477617
How do you decrease the timing of the alarm??My only question😃,Positive,4,Reminders & notifications,13.416315,8.190781
I'm just not finding time to work with this app. So by no means the star rank im giving the apl is just a TEMP ranking.,Negative,7,App stability & updates,11.926059,4.607666
Very good App,Positive,2,General positive,11.679093,2.0277355
"This is neat, I like seeing my appointments displayed like this. Wish there were color theme options for the free version.",Positive,10,Calendar integration,16.331713,6.388895
I've been using this since 2015.now with new phone. It didn't sync and expect me to upgrade again. Fix it please. Else. It will remain at 1 star. My feedback 👆🏼 posted few weeks ago was ignored. Uninstall for good!,Negative,9,Sync & login issues,10.185537,5.9664545
Its super helpful.,Positive,5,Habit tracking,13.480909,1.7401832
The app always stops. I had to restart my tab to make it work or try to open so many times.,Negative,9,Sync & login issues,11.030623,5.44031
Very nice app to concentrate on our tasks,Positive,8,General task/app praise,13.770957,4.1502304
Nice app finally some good frikin friends,Positive,2,General positive,11.667514,1.9438574
I use it to track just a few things. Works nicely.,Positive,5,Habit tracking,14.842594,3.2220275
"Just installed this yesterday. Loved it. Love the concept. Love the design. Too bad the free version can't have access to the calendar 😝 but otherwise, it's a great app. Am gonna give it a go for another few more weeks before deciding to commit to premium.",Positive,8,General task/app praise,16.05492,6.7235622
Simple and easy to use Can be linked to all your other devices,Positive,3,Ease of use,10.324841,6.097794
Everything requires you to pay money might as well make it a paid game instead of deceiving people for a free app,Neutral,1,Premium / paywall friction,9.961129,3.063245
"Just use it for lists, works well",Positive,3,Ease of use,13.050979,4.6060176
use Google tasks instead,Negative,0,Task management,12.930129,6.2979484
Reminder didnt work on Vivo,Negative,4,Reminders & notifications,13.738342,7.358986
After the last update I can no longer get notification automatically. I get notification only when I open the app. Please help resolve it. It is a great app.,Negative,4,Reminders & notifications,12.646792,7.6510086
"The new widget is terrible. Even in non-compact view, the elements are too small. And I can no longer access the main app window from the widget. This was possible earlier.",Negative,11,Widget issues,11.499714,7.1255636
This app is not what I wanted at all.,Negative,2,General positive,11.52855,2.5348797
"Hi. I love the app. There's a bug that I want to share. I created a daily task (once a day) but it doesn't go away after completing it from ""Today's"" task. What do I do? Thank you Edit: Gonna subscribe soon! Can you add sounds when consuming items, please? Thanks!",Positive,4,Reminders & notifications,12.811912,7.939336
"DO NOT INSTALL THIS APP. I used to love it, but in the most recent update the advertisements have made it absolutely unusable. I am switching to google calendar and never looking back",Negative,6,Ads friction,16.428198,8.135679
I am in love with this app so far. I wish there was an iOS version available to connect with my friends though... I would recommend this to everyone otherwise! 3 stars for now due to limited availability.,Neutral,2,General positive,11.071038,2.6739955
"Really like this app, I've found it really useful... would have been 5 stars but I've started having problems with adding skills to tasks with some of them not appearing after saving/updating...this does affect the game aspect and relevant skill increases.",Positive,0,Task management,13.453986,4.9291625
"Looks like it would be a nice app, but basic functionality like setting a reminder is an in-app purchase",Negative,8,General task/app praise,13.830795,6.8168416
"Fantastic app, would be nice if it had a calendar feature though.",Positive,10,Calendar integration,16.283503,6.630331
It ticks what I need,Positive,3,Ease of use,13.503978,6.334155
Way too expensive; if there was a monthly option I may consider going premium.,Neutral,1,Premium / paywall friction,9.614917,3.429425
So bad bad bad,Negative,3,Ease of use,12.650642,0.8444692
"Subscription based calendar, immediately uninstall it",Negative,10,Calendar integration,15.872264,7.7171288
"Hi, im using the paid one on my phone and ipad. However i find that they do not sync well on both. Like i already marked 3cups of water on my phone, then whem i open on ipad it's not marked. But then both updated according to the ipad. How do i make this better? Also, can there be a way to skip a habit? Sometimes i missed it and i dont want them to keep appearing on the list.",Neutral,9,Sync & login issues,10.097607,6.2702417
TonyR.Suarez penaurree,Positive,3,Ease of use,9.670046,0.32951224
"I paid for it and I like the features except the fact that after using a while in a cellphone, when I installed the app in my new phone the tags haven't had the same renamed names as I've done before. - Awesome way of focusing on activities with gamification.",Neutral,8,General task/app praise,13.000362,3.665003
"Hi,  I am using Vivo V5 Plus handset. I had downloaded ""Todoist"" for quick reminder but your application does not remind me on time set for work, if screen is idle and notify only when i turn on screen.  Kindly help me in this regard.",Negative,4,Reminders & notifications,13.780127,7.420921
The app is always blocked by the system even I allow all the permission of this app. I cant hear or see any notifications even I fixed all the settings both of the app and my phone,Negative,9,Sync & login issues,10.627098,5.145754
"first time opening good experience. Everything from google calendar was synced, then stacked up my events for the day. Opened the app a few hours later and absolutely everything was blank. And you have to pay $7 to be able to drag and drop your events.",Negative,10,Calendar integration,15.41417,7.602615
"Further to my previous comment, it looks like app is hanging on syncing. As same behaviour can be duplicated multiple times. First started happening on 7th July. P20 pro andriod 10.",Negative,9,Sync & login issues,10.974642,6.08934
Basic and nice. I can advice,Positive,3,Ease of use,13.783051,1.2120006
"used to be my favorite apps, but sync bugs drove me crazy too many times, auto replace link with title made me mad, cancelled subscription & uninstalled",Negative,7,App stability & updates,10.218139,5.55301
Works great for my routines,Positive,5,Habit tracking,14.783011,2.9195266
Not usefull and even they charge some money :),Negative,3,Ease of use,13.551433,2.0303419
"This app seems great. i've seen other apps gamifying your life, but what i feels really works, is that you can make a party of friends, and get productive together, while clearing dungeons and getting loot. if you make a group of friends, be aware that even if its just your friends in the group, a single swearword will get you banned. not a warning or anything, straight up banned. i got banned because i called my close friend a F-word C-word. mind you not in public, but in our little group, where that sort of banther is normal between us. Mind you, i'd never talk to anyone like that in a public group. i don't mind policing the language of users if they are abusive or using foul language like that in public, but to me its a bit much to ban people for a private conversation, where there was no victims, but its not within my power to change the community guidelines. hopefully i'll get unbanned so i can give the app a swing. it does seem great. only 3 stars for being so quick to jump the ban hammer. will definetly change stars for the better, if the community guidelines loosen up in regards to private conversations and partys. maybe add a report button instead?",Neutral,7,App stability & updates,13.121389,3.6511478
"This is one of the best apps, one of the best features is that it announces the activity name...... Edit: Hi, the app was doing well! And was planning to buy the paid version. But i am getting errors with background tasks not refreshing, and today due to that error, i lost all the events scheduled which were scheduled for today. Can you advise please?",Negative,8,General task/app praise,12.900355,6.4650936
"It could make some more features available for free versions,so it would be the better.",Positive,1,Premium / paywall friction,10.308029,2.8265433
"It is a great app, but I can not log in with my account, there is a 599 error! What shoud I do!",Neutral,9,Sync & login issues,9.990789,4.9884167
"Best watch once you understand it. It takes a while to set up just the way you want it and to actually ""get it"", but once you do it does exactly what it promises. Its sleek yet informative and by far the best ""at a glance"" app for your homescreen. The watch addon is the cherry on the cake. Only improvement in my opinion would be to add multiple different widgets. Like give me the option for a small simple one on my home screen and a bigger more detailed one on my office screen for instance.",Positive,8,General task/app praise,11.559618,6.6073785
"The grindy gamer in me refuses to not be rich in coins buy in order to get coins, I need to finish tasks. I dont even feel like studying is studying anymore. Studying has become grinding for a game, making me want to do it more.",Positive,5,Habit tracking,14.382162,3.1499786
"Hi, I just started using this app a few days ago and I'm absolutely blown away. It's kept me on track for a bunch of my activities and the UI is so customisable while being clean. I have a minor suggestion about if progress bars to recurrent activities can be added? Eg. I'm reading a book and have that as a recurring task but I'd like a slide bar to be able to advance my progress daily. Subtasks don't show in the widget as well. This app is still amazing and great work on everything so far!",Positive,8,General task/app praise,14.215227,4.1512647
Excellent for daily tasks and scheduling future ones,Positive,5,Habit tracking,14.6980295,2.8813982
Strong fallout/ skyrim feel. But full buy price is 45$? Even those games' price are lower on sale. And I bought them on sale. Other sold apps price are usually below 5 dollars. And the default free theme has nice green background but paid ones only have bright white background?? I don't sub apps I buy them.Sub is for something like Netflix and Spotify...,Positive,1,Premium / paywall friction,10.44561,3.598635
Every 2 days it erases my goal list and my reward list for several hours then my lists reappear later.,Negative,0,Task management,13.222919,6.086682
